kinder,XDTVVXMHUCOFSUR,F,19892101735
elementary,UECPYJBFNPFYXIBXM,M,1987620244540
kinder,LUJOEJKNPGTTNFA,F,200422116554
elementary,CHMOMBZFKUZYZMIZYCSGEUNK,F,1981119132957
elementary,PZQKAESGEZWUWYNZSPQP,F,198651215758
kinder,OMOTJFDRBXDUPBEEWZGNGUP,F,19804421516
high,ULRQNFERHHF,F,1994189339
elementary,UXNSOZXIOFECIDLL,F,198553013549
elementary,ZFMWIQWCEVO,F,199910863619
kinder,NYBJMXYT,F,199751185251
elementary,VOUPIJTHUNCLCMOVJPSD,F,19839111249
elementary,FDSTRIWHOPFL,F,2003218175850
kinder,EVFSRAOLNUEXOUHKTK,M,200492133932
elementary,MPSQVROJIDHPGJHBOKOGKXXH,M,1997929204623
elementary,GNNITATMQMPHKPTQ,M,19837241489
kinder,FKLHSQYSZYWMJVSEMVVN,M,198352123148
elementary,WZDMWTYTUYEHHBMRKFKOULL,M,1991115105928
high,CCFCWZJUERYJJFLQGQHLSE,M,2001823143756
kinder,ZHMDJ,F,19811110121022
elementary,BKFLEFNVJBWQSKNX,M,19802181491
high,OSRXAOMX,F,1992256716
kinder,VLXJGUTZ,F,198961835730
high,EKELQQYOTRKWZPYWJLFCRXY,M,1984113184559
elementary,VIQCDULEZFWOUOLYHRVLPYZT,F,199614183027
high,OYSNBOIGKNTJBXIJXSDNRTOD,F,199061415539
elementary,DZPAXGFNIKDXDRFWRCVER,F,198021813458
elementary,NNMLXBMNTVT,M,198241134516
elementary,TVAWRTCFFHZV,F,19961110133322
kinder,SYPTNGNZJRZT,F,1997112201459
elementary,DKNZUNLTUFVZSRWOVSH,F,200092124857
elementary,BOWKAZGBBVMGUTBEUQHRPJWR,M,199676203759
kinder,VQFDHLMPWIWIQMCXR,M,198541222539
kinder,XVPRERZGDLCEVZXEJM,M,1987102754245
kinder,CDRQKQQDMZPJYEYD,M,1999115135238
kinder,NLZXUFBUZGNCN,M,1993415225317
high,XKULJWCDDEJEQQCRQ,M,199123011330
high,XFODBLKJPZJCOB,M,1995102161958
high,EOYDJNEL,M,2003741713
high,GFBUUB,M,2000113225934
elementary,MTGWMPIOW,F,1987101711347
elementary,DOOXPJX,M,1999228102020
elementary,GSBFNTQWHF,M,1996422183938
elementary,EQZNTHAZRBLOHKJ,F,20022513122
elementary,UJUKK,F,200062410484
high,EIEDIQMYBTGKKVPISPROFUNP,F,2004831185422
elementary,IJEWJT,M,19929111417
kinder,NAIUPMODKYT,F,20034517147
kinder,EZDXRYKVSOR,M,1992102713324
elementary,FRNGDYUEO,F,19961021191053
high,VJZPTDU,M,200322424122
elementary,OXIDUNHZIXRRH,M,199711317482
high,WNVSTIYJEB,M,1980225222135
elementary,RTYZTBFZCTWCBWZHT,F,19959227199
elementary,AVDHSGZUG,M,199731863732
high,GFQRS,M,1982725101418
elementary,GMZOXHBJIYQY,F,1986222114721
elementary,TCGNEMYHSEZXAWDDFAF,M,1986712215848
kinder,ETIBNBXZYQ,F,1983341532
kinder,UEUAXNOXON,M,20031114133237
kinder,AKVDJXQ,M,19981319717
elementary,XAMMOJXUCXVTZSYLCFSX,M,2003425123836
kinder,OZETXPXTANNF,M,199641164750
high,HHRNLLWCEUPAO,M,198922010567
high,FKKKDZIXZESFUIUDWTSDQUS,M,1994322234244
high,IFIVXQFWHACXJAFN,M,198719233727
kinder,ILJTSLCAZDJBMPOIJTMUM,M,198081963026
high,NEVIYCAO,F,19855215424
high,NJMRZBPBDHYESF,M,1993814214014
elementary,HCTRTIDOBRFUTWLRFDWLJYA,F,1994102571452
kinder,GYFNKDYAZXRCKJMOGSXXQQ,F,1998816211419
kinder,DLNHQMQCIBCMYMHOEFLYXIKV,F,1992727185018
high,COJKHNJSTUPMVGCL,M,2002217234938
high,ZQNGEOCZK,F,1986611192253
high,NICEYKDKVDJAHSLI,F,199931715440
elementary,NDHRBVJGDHENYXFSAFST,M,199312415368
elementary,YNBZZUWD,F,2005613135817
elementary,ZXZXTMMUE,M,19964146434
kinder,YHSSELBWLUZORZL,F,1985430111526
elementary,EBTDMLPWUVESHJHP,M,2001119222646
high,WKCQZJIULZTP,M,19993191849
high,VWZYMBDZ,M,2000814242748
elementary,EJHKZWQFQLVVVYYR,M,19921169559
kinder,ELNIVCPEXXNNUSXVTVMD,M,198031581744
elementary,ISWYBFMXOUGRISTLLXNMSFDE,F,1988727141827
elementary,UTYSEZJCSSCWZYLTGCDV,F,199819164045
high,DNDGORCZWVIV,M,1988618154638
kinder,OVQQJ,M,19817181191
elementary,GZTXXWQOSNKTSKZ,F,1993721231727
high,NITHYANKCYWETQQXEFWENYR,F,198781884130
elementary,TDDRYFGRGMDLWTAOYQWHQ,F,198822941131
kinder,KPAMISXRUOZOZTAQPED,F,19877335255
high,ASVTXJMHACLXLMY,M,198532723217
kinder,IGEASGFHMUCRSUTTMTX,M,19982196146
elementary,DKPRJCXDDEUGURYOMUBDH,M,200463083145
kinder,APLIH,M,199152923427
kinder,GTNHKJN,M,199061519112
kinder,GIVRSHTDNICEGI,M,1992813233752
high,PZKXUWJVHOQLFLN,M,1981228105211
high,EDHTJNBTIP,M,199032844859
kinder,HRGOICRKJDQUFCSZBAMDKUH,M,19941031233430
kinder,RRQURYOFLHXGVMTSEIRJYIJ,M,199091953048
kinder,DEJFJVZOENVBLHUFOV,F,199131824245
elementary,AXKFUVDIZLIWPSOKP,M,1995699112
high,UXJCWRYEDRMXQUWRP,M,200562161845
elementary,HUSRBIYIHM,M,199142714037
kinder,NZJMBZKNYAKIOESQTU,F,1994329215545
kinder,YKNQULQLGUIPRWCNRVY,M,200496134829
kinder,UTJVASPZUGBZKXDIIL,F,199351464956
elementary,ZBTMZAAVFFGTDZLLMIW,F,198482712109
high,MZJJVCCYMNAKCZZ,M,19838821119
elementary,TEBZBXJYOWZOT,M,199210203927
elementary,RMRTFLOJGXJPAYL,M,200042574513
kinder,WFAPIZTMWGV,M,19845392450
high,YKBQKFGRRXJDPTGJIXFGAF,M,1993310101416
elementary,EFGDQXBSUEEPJXW,F,200068194636
elementary,JSXXPGRQBYSMZ,M,200582014571
high,QTCLMKGDEYNJKBRLS,F,1990222202034
elementary,DGJDZANSHENMNAWAYJR,F,1981725102214
elementary,EVKCCDHNVEWKXMHMVX,M,199547231134
high,EBVEYIWIYZQKWJFHIWTVSLL,F,199991415633
kinder,PSMDRGPBSCIFD,F,1985812924
elementary,RHRTKKM,F,19885783853
kinder,GBTTTOMLVPTERCENGESOQ,M,19867651144
high,ERAUHPOQJSAFWFHEGTOGOAS,F,19841131172549
kinder,ENVUBLJMMKKVWMFARUYCS,F,20031031194125
high,XIMMUETWEKFWMIMWREOVNDNE,F,19931130154048
elementary,NRYLMLTHQMJFWFGALALLOK,F,19914223735
high,EFGHYAW,F,198561851319
kinder,FNNMGZJ,F,198176153022
high,DWHYFQVTNZCEUBOBJWBMCHL,M,199822513454
high,IUAAZWFL,M,1984827233156
high,QVSLUOBZGEWWX,M,198553145732
kinder,AKIPNMZVJAVIDKEMXCPAA,M,19821166325
elementary,DMYXWLVXKVQDANPGV,F,20031025203539
high,JVKIYYOPMPZEHJFGYHWJ,F,199532175825
high,WCWYNJL,F,199112516384
high,IKMHMGJYAKEZBWEDRHWD,M,20038241632
kinder,RYLHRHUPSMZFOZRHSRUQNAFE,F,20034833121
high,HPVQTKTMTSSQ,F,199859151012
elementary,DSSAXTUKYGUGUURNKSOZEOLP,M,199618204041
high,SYGLXTXLEAGUOHTUI,M,1981931465
elementary,ZOMTDKQZGHGTWXQDYSGTFGO,F,1997516151316
elementary,VOEMHKQICPKT,F,1989713125632
high,ACRSNOBVTINQWYV,F,199783124388
elementary,PCKKX,F,199191963013
high,HOYYDZLDWVM,M,19912712036
kinder,RFXHFTJYHQIPTC,M,19834316597
elementary,TXPTFZOUB,F,199182983856
elementary,AJADPQNTHNL,F,199371824956
high,PRHMHNNBRPIAZAWYLNLDSM,F,1993117202957
high,ANAGRAPSZLGWZHR,M,19887616312
kinder,LECYI,M,1989623234430
kinder,PYZMJOHKMVOYBMLMUCM,M,1996112921926
kinder,IJVGHYMRLNHYFOMHILSBTYM,F,199172745854
elementary,VWRUJIHARP,F,19995212753
high,TSWOXIUQ,F,2004331631
kinder,IHLLPIDASJDMATVKWQY,M,1984324213913
kinder,LUGSEVYJJ,F,2004102495122
high,VJTAVUCM,F,200332882927
high,UVLBCETAASCNMNDZ,M,198192713423
elementary,UYTKBUJFYBK,M,19976485745
kinder,NPYVZRUMWYKXVHLIMKMFG,F,199111513393
high,ZFSQG,M,1982527102713
kinder,QHXWWYCCBM,F,1983216123236
elementary,HYIXOIPCKKZCZDDVY,M,199612292959
high,TAHONEMYL,M,199925165719
elementary,WIGDLRNQWUVZH,M,19953924513
kinder,QFJYMPYNUDBFSXEMEKAQEJ,F,198852315816
high,ENWCWHKXRE,F,1986431142233
kinder,IBWIEPWGNRSZDGAZCKMPSCVT,F,19828842755
high,PSFRZQHBGLVWCOVFRITILUE,F,19933261195
kinder,LWQTPKHJDTQJUSYHCFU,F,199911842717
kinder,WAPPFYLGXGVMF,M,199492133237
kinder,NWEESKXMFYRQRXXO,F,19805241638
high,SPBOCXFUG,M,1986925121017
kinder,BTHTUHJXXFPRYJESQ,M,19949213577
kinder,NMQBCIMDOSJOTKUCEZXNO,F,198392823453
high,UGAXHHVLOTGIKKOXNGRFLEY,M,199182032733
high,RWHCHMCPXRELEPCBYXILAHO,F,1982815242334
elementary,EMNEJHUE,M,19871017115629
elementary,DDYVXUTZFHNUFJSCSFAX,F,198821945425
kinder,VRGTTI,F,20007211719
elementary,TEHAA,F,2005228102628
high,UZUCLBSPZK,F,199031673544
elementary,XDMFENPYJID,M,2001825201628
elementary,SZOSWHCGCYID,M,199292022117
elementary,DNIGLGHTLMPPCPWDGTEOCGH,M,1988227225325
kinder,TIWVWJUMYZQTJROL,M,2001102611159
elementary,KUGUQTUKERGQWTSDHZEFQAZ,M,198348213613
high,CJQDQBIZ,F,1982122135816
elementary,GRJHXQXKIFL,M,1995619432
kinder,LHEXPYACF,F,2000619204650
kinder,QDEZHVMGGVLNFNYDKQDQTRV,M,1984924164240
elementary,OVITLEAOKPN,M,199671754633
elementary,AYQHHIQ,F,1999718195234
kinder,YDTTISPMUGABJERLXVZCPT,M,1990101441858
elementary,YMLTGSOZCXYPFRGDHCDYOOEX,M,200362083453
kinder,FNMQZNRZMTZNBZR,M,199146163946
kinder,ZCIATZHR,M,19908254546
kinder,CRKRFIUEN,F,1984622144150
high,HUMKXXYAOWUMHO,M,19925123525
high,DIZSIMMYEYCDZH,F,1986930102010
elementary,MBGAWYDMQSHTZUDF,F,2002427104257
high,FALDMAPOQ,F,2000112019185
high,KENOYRAJPCHNFVLVDYM,M,198874192554
elementary,KEHANXMPMICGQPZU,M,200310165496
kinder,FUYENAFPDVODCFYNLOT,M,199154244957
high,PSYFICVYFWQRDNSER,M,1990321192723
elementary,NQKIJP,M,198132813220
high,SJYSVDGCA,F,1982101111945
kinder,QKNKC,M,199428191943
high,UEPXZZTASHPVPTPILYEALHGB,M,1996312205942
high,HDUXEZJZFZDZ,F,199612652922
kinder,PAMHHSIQSMZ,M,1990231141354
kinder,GLEANHGYTLUOGQ,F,199128233230
elementary,TRUEGDBUTSMXTUGF,F,198812412959
elementary,PFUYZVVEBJSBEIHVGAVQIIEZ,F,198131320256
elementary,ODQKYUVVLIRBWXDPSLRFYK,F,1987421232321
kinder,ZBTTQWW,M,198082513347
high,BYNALKNRZ,F,198861723456
high,XAQOUUSISJPKEUEH,M,19915131420
elementary,MMHMSYQZ,M,1984101662958
kinder,FFMFWOTOTNUWB,M,200231055135
high,NDSQWBVDKLBKOALBXPL,F,1996427162246
high,UVMAGSKWPJPJEADPKXQJHNPU,M,20014353919
kinder,QREYHSSZPMJCFEKOSWYCPX,F,19865175629
high,YMKGPWYRZTGFUFPO,M,20051254925
elementary,LSDELEDRJRSDYYKIUJYJYHC,F,200242432014
elementary,RRNCNYJDLIPUZ,F,1996123121948
kinder,LOFNXSJMYBZEARPT,M,1995617144828
high,JIJTXFIVKANKIFCC,M,19804331911
elementary,EQWOYP,M,198982592833
high,BGAIBJZCQEWRSUKLJQAONSWZ,M,20058272527
elementary,AMFPWCHJZDM,F,200227102636
high,UTVMNJWYZNDVNOEQLHL,F,200286202817
high,WLLEZMCQYP,F,199721921930
elementary,FXBPZYFAFBLZJMNPIM,F,19804693630
kinder,MZTWIJXZMZTLKXVZ,F,2003101432010
high,MAMMLDUETIDWFHVNTZYAEGH,M,20007635921
high,IMEDEFPHPRWGSCZANLUHGUWB,F,200513124396
elementary,RIQOOEIRKFWCCO,F,200216232227
elementary,IURPZKPGIMJPEKSMMLW,M,200579152846
elementary,ABHJJZUOEMWNPYXAGTJIYOC,F,200591153652
elementary,SLZMYHXTNDWNFRF,F,1984102144817
elementary,NHDOLSWKJQSLWDPNSYSUPI,M,20011432756
high,JNDLJYK,M,1987112117425
kinder,YYAHXHAJYFWOFBESC,M,198281682238
kinder,YLBSEHGIWFKKNTSBKKPYWJP,F,199581614617
high,HEQOYCCVGIYHK,F,1993828183933
elementary,HNDKLDQHJZJZVPAOI,M,19885310718
elementary,KOSEHEQHCJWMZOZWOAFATGQ,F,199051513440
elementary,GVVPXXMLXDAYQOLWNPAQ,F,198322044148
elementary,EZZZZKBWIDAOGDOKYSDXNB,M,1991436448
high,DDPJZABVNULVFOGTDPFNWG,M,200071771039
elementary,HXYWYTLBJJLYIEMDPTXT,M,198598163854
kinder,JWZACRTORPYFZF,M,19881514381
kinder,FZRENRXIJ,F,200362519531
high,MNZKVHKHDBILTYD,M,199711282943
elementary,OWTLORXQAHPLFJ,M,1997328135454
kinder,AXOGJFVPLJBEBXLIMXVZ,M,2002430162929
elementary,MFVHWLUHNZOTSOO,M,20041417179
high,PEFKHEUM,F,199762911749
high,RWHOGKUTZTBBMGVFOPGR,M,2002351214
kinder,NFMXFERUWENLLONO,M,199851951846
high,QCPFBENUOXHTCQMTPXT,M,1985618221736
high,GIJBVWGNXBJJU,F,199361618129
elementary,POFZGLMLCYUXYQTKYSK,M,199021710349
kinder,RPVOW,M,1993320164410
kinder,VKZWOWXOF,M,1999418173124
elementary,NUESCUUZVKVHJSUSBDAPFEYA,F,199621111359
kinder,NODKFAHM,F,1990217104135
elementary,NLQDLLVDUEUAOERPGQCBNEK,F,2000817132915
kinder,OEYWNYYXQSZULZ,F,198711229452
elementary,RWXJJGUIMQSCVBIHWMZPLK,M,199253202725
kinder,OJKLEYBBETZDCPLGTSHGTEY,M,199193018551
kinder,NQVCDDMOAIJ,M,19857105232
kinder,VMFHP,M,198932144834
elementary,EHOMIBPPHU,M,199573171648
high,RRKTWBVRECWMPJUIOFYWYOK,M,20051142843
kinder,ZIJFFUEIIN,M,1995412115554
elementary,TQGFQQLKAACROSBEGSXENYU,M,1981223101436
kinder,WULVBVKYWHBCRKIHDRVSACM,F,200343115859
elementary,TUPJZ,F,1986461153
kinder,JKWFSYGEQMIORFHKUTPPXVI,F,200471332417
elementary,NTTFCBJGKVVAFHPAJFBQA,F,1997101555714
high,TSZYIBSCRPBIOUGCXZGVM,M,198271316529
kinder,QJRRZOGUG,F,1996830242114
high,RUGPPHDWWLA,M,1998614151249
kinder,FVENLOTYHPJCFKLBNDFAQGF,M,198245195752
elementary,HNUMIFQNFFRBDF,M,2001114191520
kinder,QVUUIWI,F,1998513114824
kinder,SRKEKUGPWTWPDSIQMA,F,198911715614
elementary,BRWCAMEENUAEIPHFRWREVLL,M,199842044825
kinder,WPIWDTMGQNBPCB,F,1998915152426
kinder,QXTWNQIIBFEXYNVAFNDNDNRD,M,19813524254
kinder,TBMOFKWXKRGAXOLPRV,M,199431743212
elementary,EWFDNBOPYAOK,F,1998112411929
kinder,ZRJPIMHAE,F,1997918135920
elementary,QYVHXHPYOEZOCMNYLISBP,M,200291417716
high,ZALICXLDKYNFEICMCRBNJD,F,1994111643735
kinder,JZOTCXABEGFSKBVEADGIVX,F,1988101273153
high,XUZXJ,F,199651294746
high,HPCTGSVZ,M,19884244855
elementary,HFLAPZVRL,F,20036208354
kinder,SSPRHELF,M,199552661350
elementary,VHEWOAMT,M,2003827152643
elementary,GETAJEWFDSYZJRV,M,1990614132246
high,FRZDYMRTWIESEORFDSQNCYX,F,200411352633
kinder,EDJZWYCZSZFKKYWWTB,F,198639131748
kinder,WOSVMTYRLBVAXOYQQBGDG,M,1985813114145
kinder,NZFFEHGS,F,1992416243453
high,AKFTKGQDBTRXEDDFBHQK,F,19821124103543
high,LTWWNW,F,200461412118
kinder,QHDPWHODPBYE,M,198642761633
kinder,HVANDNZJOSWSNOHJJCC,M,2005520143548
elementary,ZEJQFNBVPZQKD,M,19963191548
kinder,ORNFVDUMXZY,F,19801023204341
kinder,QBNOJTLNPE,M,199162425359
high,CXMQYWPKEBKCDEKSE,M,19901128244314
kinder,WOKSMLESEYE,F,19881272412
elementary,FCVSXKWPFJMWUHPLWHFGFDK,M,19947259419
high,ZKKODJZRPIVYUESKWGVS,F,198497165341
elementary,YGNQPYCXTSC,F,1981102524832
kinder,ZMQBGWDR,F,19951014242328
elementary,IIWMN,F,20012314924
elementary,MXDXXTWZC,F,1997110152423
high,MKZCADPMKN,F,20033262642
high,PPPGRZNVF,M,19821019212730
elementary,SNWQHTUWWPZXK,F,200394121017
kinder,IKUMPIXLEG,M,198911811623
high,UOBNNBIFXYNF,F,1987228205214
kinder,WWMXVHDARN,F,19815101997
elementary,VNPVCKFVGOHFLCGEXG,M,200532963131
high,ZDSRAKVPL,M,20021026205546
kinder,HOSJXJSZP,F,19927251055
kinder,KGNKHKMXSVPSMLCYLJI,M,198771915326
kinder,PGKXESUXWAJSZLDRQGMAFJ,M,1991124144215
elementary,YZZZSGOXUIZG,F,1987717144410
kinder,KHYWJPLKBENOU,F,199652061022
elementary,RGLEHWCBDYXU,M,1997998114
high,MGANRSWHBVOE,M,2004616172112
elementary,MFCCZKXEWQO,M,1985319143019
high,AHIMCIPIAYBAFFXSKQVGBWJE,F,20047298234
elementary,DMVBHDUDBDYPFUG,M,19815912185
elementary,DXIDYMXUNYHHGKQWXNVAHJFW,M,198561015446
kinder,OEJZTWCCUBCVJMCA,F,1991718164238
kinder,FRWAAHQLLKII,F,19969221240
elementary,HGTBNADOTGUBQUDJZ,M,19841521938
kinder,NBHUGPCKGYS,F,198781521732
high,RAFZRYAJOYRBIXZ,F,200527221530
kinder,GKMXD,F,198361194253
high,XGCEIDBHU,F,198752821411
elementary,OZMYUIFFZXTJUNHOGKXWTVH,F,19811116151847
kinder,RQQDJODRNCHXDEZXHVWYRCLS,F,198571962529
elementary,RVRQHRGIRHKPRCGDWNOY,M,198141553020
high,JHJHXKNL,F,200298142530
elementary,GHDGKP,F,1999411173555
kinder,DAHBEBJUFDOCDPNJ,M,1997102991839
kinder,ARSTQXLICAELZTJKNP,M,198982614359
high,BHJFHFMV,F,19965301378
elementary,NBHPZMDSI,F,19801014102151
elementary,OTRQEABBSYHLEDNAZB,M,1996815193644
kinder,WIBGDVGK,M,1996322121031
high,CIEKBRWHNCLOTOFNRCNWLNOS,F,19884217624
high,NSSIMISYYBBPF,F,1993211113433
high,VHGVTSM,M,199651783218
elementary,ZDWLJUWTHQBSYMPVDRAVWT,M,198731462133
elementary,VVQCGYLO,F,1991113124193
kinder,GCHJERS,M,1991814194725
kinder,ZZUOJBBBWXIQPFCS,M,199251482452
elementary,HWCDXOIMUOOKC,F,19942924546
high,GINJR,F,1994412162721
elementary,LGHAFJUU,M,1995991889
elementary,ZPCAMAXJNH,F,19956652612
kinder,HDSCNBE,F,198961953651
high,TSRRWKJ,F,19851025155248
elementary,YOROALSONPNNVQYNGSO,F,199710941023
elementary,LXZOJZWTCQZPXLDOUZJ,M,20021121232937
high,PDVJCLZGQFVHJXPNRJN,M,2000319195631
high,FKRNEDWOHZAHIHKYSGNOV,F,1981916215345
kinder,FADYPPZBVGWVGRPZ,M,198610124743
high,GMHQVEEPKRU,F,199522824323
elementary,KBYYTZGKMSWYZ,M,1998220192039
high,VHCZQ,M,1998101275549
elementary,ZXMMGZQHWRML,F,1987419612
elementary,OBJOUMILZNJGOZCAO,M,200392423194
high,MBAXWCNPWLI,M,200163113056
high,HFODMBFNZMNEBVHZUGJKI,M,198639211348
high,EOLAWWNRQBJHBKLYKF,F,19994253553
kinder,FCTBIVPFSCI,M,1983111681813
high,NRKSJJHSLHTVXPMEBRNZUJ,M,19968206108
kinder,YFUGOSSLRNOBAPPSDTVMDA,F,1991111165733
high,MRUKWSQ,M,198541920934
high,KPQGWOFEOEXXMIDKO,F,200571453334
kinder,EMJEQSJJU,F,20031028211018
elementary,MKJOEHZ,F,198815132446
high,BMQVIAGOISGKRQNYVALEMMV,M,19945291919
elementary,BEHBMEYXLONZDELHVJMGO,M,198442565415
elementary,BDIQGXMFNHUGMCXVPXQRRC,M,199712185337
elementary,KZGZNDZQ,M,1981101063540
kinder,MXYSIHDEVGLX,M,200011885958
kinder,MKTUECNDITDQMTSELV,F,200015212638
high,AQIQJRDWSOMOJDNZWR,F,19843920368
elementary,LVTKRLEGMJONVPLCUAVMFN,F,1986416141436
high,LUWQXGHFJWOTXQEGCHFS,F,1989114185651
high,ATLMJNIANCXTNBQT,M,199831652213
high,YVCYFUFOSFEZR,F,19849352411
high,NQGMVJGTOQHPFPEWK,F,20016183515
elementary,SKWPTWRAZ,M,199212625122
elementary,DTZQTGMEWXJX,M,1985104104119
high,BCHRNB,F,1985414213628
high,LLHKUOIMEQONEJRXOM,F,1998102110737
kinder,ZYUXJTACDSSHUFPRZRRQZAWC,M,1988628211955
kinder,ZRJETYKO,M,19999245183
kinder,EPHRCCCRNNBUVJLPFWZMQC,F,1996426125437
elementary,IBTIYJWWYVTATHUJROOTRT,M,20053422434
high,PCAPVRNYNZYZO,M,199011185186
elementary,OIBCDOENYCB,M,1992618244711
high,FCIXISZWYSXLEU,F,198131194556
kinder,FWVBAUYYRBWRDEA,M,1984626111837
kinder,HGFIESZPLYONYNPBDA,F,1993119173445
high,CJCLWXQFY,F,19866263341
kinder,GQSKECDFOAU,M,1989328114635
kinder,KIZBKDVNPQSOGVEAHCSIJ,F,1984115141222
elementary,LYAYGYAIQCU,M,199422422303
high,JVZKZVKSDDEQO,F,1983927231735
kinder,GKLBH,F,1981217739
high,UWFBUKWMJZ,F,2005914172056
high,MFFDLRWJWCGPIZE,F,1994528181415
high,JDHRPZCWUK,F,19842922651
elementary,NNZQCCGOHXHZYYJLDFDJVDY,F,19864265357
high,VXRMGXSNGTQAPPZNJUZIRV,F,1998431131939
